tid,attribute,correct_val
488,index,97703
488,name,Abdalla_Susannne
488,surname,Hoare
488,birthyear,1982
488,birthplace,Gulfport
488,position,Midfield
488,team,Valencia_CF
488,city,Montevideo
488,stadium,Constant_Vanden_Stock_Stadium
488,season,2011
488,manager,Veit_Luks
489,index,97910
489,name,Abdalla_Susannne
489,surname,Hoare
489,birthyear,1982
489,birthplace,Gulfport
489,position,Midfield
489,team,Valencia_CF
489,city,Montevideo
489,stadium,Constant_Vanden_Stock_Stadium
489,season,2011
489,manager,Veit_Luks
490,index,98141
490,name,Abdalla_Susannne
490,surname,Hoare
490,birthyear,1982
490,birthplace,Gulfport
490,position,Midfield
490,team,Valencia_CF
490,city,Montevideo
490,stadium,Constant_Vanden_Stock_Stadium
490,season,2011
490,manager,Veit_Luks
491,index,98321
491,name,Abdalla_Susannne
491,surname,Hoare
491,birthyear,1982
491,birthplace,Gulfport
491,position,Midfield
491,team,Valencia_CF
491,city,Montevideo
491,stadium,Constant_Vanden_Stock_Stadium
491,season,2011
491,manager,Veit_Luks
492,index,98343
492,name,Abdalla_Susannne
492,surname,Hoare
492,birthyear,1982
492,birthplace,Gulfport
492,position,Midfield
492,team,Valencia_CF
492,city,Montevideo
492,stadium,Constant_Vanden_Stock_Stadium
492,season,2011
492,manager,Veit_Luks
493,index,98387
493,name,Abdalla_Susannne
493,surname,Hoare
493,birthyear,1982
493,birthplace,Gulfport
493,position,Midfield
493,team,Valencia_CF
493,city,Montevideo
493,stadium,Constant_Vanden_Stock_Stadium
493,season,2011
493,manager,Veit_Luks
494,index,99088
494,name,Abdalla_Susannne
494,surname,Hoare
494,birthyear,1982
494,birthplace,Gulfport
494,position,Defender
494,team,SV_Werder_Bremen
494,city,Barcelona
494,stadium,Boleyn_Ground
494,season,2014
494,manager,Sigenobu_Bodagala
495,index,99464
495,name,Abdalla_Susannne
495,surname,Hoare
495,birthyear,1982
495,birthplace,Gulfport
495,position,Defender
495,team,SV_Werder_Bremen
495,city,Barcelona
495,stadium,Boleyn_Ground
495,season,2014
495,manager,Sigenobu_Bodagala
496,index,99622
496,name,Abdalla_Susannne
496,surname,Hoare
496,birthyear,1982
496,birthplace,Gulfport
496,position,Defender
496,team,SV_Werder_Bremen
496,city,Barcelona
496,stadium,Boleyn_Ground
496,season,2014
496,manager,Sigenobu_Bodagala
497,index,99685
497,name,Abdalla_Susannne
497,surname,Hoare
497,birthyear,1982
497,birthplace,Gulfport
497,position,Midfield
497,team,Valencia_CF
497,city,Montevideo
497,stadium,Constant_Vanden_Stock_Stadium
497,season,2011
497,manager,Veit_Luks
498,index,99693
498,name,Abdalla_Susannne
498,surname,Hoare
498,birthyear,1982
498,birthplace,Gulfport
498,position,Defender
498,team,SV_Werder_Bremen
498,city,Barcelona
498,stadium,Boleyn_Ground
498,season,2014
498,manager,Sigenobu_Bodagala
499,index,99740
499,name,Abdalla_Susannne
499,surname,Hoare
499,birthyear,1982
499,birthplace,Gulfport
499,position,Midfield
499,team,Valencia_CF
499,city,Montevideo
499,stadium,Constant_Vanden_Stock_Stadium
499,season,2011
499,manager,Veit_Luks
500,index,100031
500,name,Abdalla_Susannne
500,surname,Hoare
500,birthyear,1982
500,birthplace,Gulfport
500,position,Midfield
500,team,Valencia_CF
500,city,Montevideo
500,stadium,Constant_Vanden_Stock_Stadium
500,season,2011
500,manager,Veit_Luks
501,index,100122
501,name,Abdalla_Susannne
501,surname,Hoare
501,birthyear,1982
501,birthplace,Gulfport
501,position,Midfield
501,team,Valencia_CF
501,city,Montevideo
501,stadium,Constant_Vanden_Stock_Stadium
501,season,2011
501,manager,Veit_Luks
502,index,100256
502,name,Abdalla_Susannne
502,surname,Hoare
502,birthyear,1982
502,birthplace,Gulfport
502,position,Midfield
502,team,Valencia_CF
502,city,Montevideo
502,stadium,Constant_Vanden_Stock_Stadium
502,season,2011
502,manager,Veit_Luks
503,index,100397
503,name,Abdalla_Susannne
503,surname,Hoare
503,birthyear,1982
503,birthplace,Gulfport
503,position,Defender
503,team,SV_Werder_Bremen
503,city,Barcelona
503,stadium,Boleyn_Ground
503,season,2014
503,manager,Sigenobu_Bodagala
504,index,100587
504,name,Abdalla_Susannne
504,surname,Hoare
504,birthyear,1982
504,birthplace,Gulfport
504,position,Midfield
504,team,Valencia_CF
504,city,Montevideo
504,stadium,Constant_Vanden_Stock_Stadium
504,season,2011
504,manager,Veit_Luks
505,index,100720
505,name,Abdalla_Susannne
505,surname,Hoare
505,birthyear,1982
505,birthplace,Gulfport
505,position,Defender
505,team,SV_Werder_Bremen
505,city,Barcelona
505,stadium,Boleyn_Ground
505,season,2014
505,manager,Sigenobu_Bodagala
506,index,100906
506,name,Abdalla_Susannne
506,surname,Hoare
506,birthyear,1982
506,birthplace,Gulfport
506,position,Midfield
506,team,Valencia_CF
506,city,Montevideo
506,stadium,Constant_Vanden_Stock_Stadium
506,season,2011
506,manager,Veit_Luks
507,index,101137
507,name,Abdalla_Susannne
507,surname,Hoare
507,birthyear,1982
507,birthplace,Gulfport
507,position,Defender
507,team,SV_Werder_Bremen
507,city,Barcelona
507,stadium,Boleyn_Ground
507,season,2014
507,manager,Sigenobu_Bodagala
508,index,101205
508,name,Abdalla_Susannne
508,surname,Hoare
508,birthyear,1982
508,birthplace,Gulfport
508,position,Defender
508,team,SV_Werder_Bremen
508,city,Barcelona
508,stadium,Boleyn_Ground
508,season,2014
508,manager,Sigenobu_Bodagala
509,index,101287
509,name,Abdalla_Susannne
509,surname,Hoare
509,birthyear,1982
509,birthplace,Gulfport
509,position,Midfield
509,team,Valencia_CF
509,city,Montevideo
509,stadium,Constant_Vanden_Stock_Stadium
509,season,2011
509,manager,Veit_Luks
510,index,101430
510,name,Abdalla_Susannne
510,surname,Hoare
510,birthyear,1982
510,birthplace,Gulfport
510,position,Defender
510,team,SV_Werder_Bremen
510,city,Barcelona
510,stadium,Boleyn_Ground
510,season,2014
510,manager,Sigenobu_Bodagala
511,index,102326
511,name,Abdalla_Susannne
511,surname,Hoare
511,birthyear,1982
511,birthplace,Gulfport
511,position,Midfield
511,team,Valencia_CF
511,city,Montevideo
511,stadium,Constant_Vanden_Stock_Stadium
511,season,2011
511,manager,Veit_Luks
512,index,102459
512,name,Abdalla_Susannne
512,surname,Hoare
512,birthyear,1982
512,birthplace,Gulfport
512,position,Defender
512,team,SV_Werder_Bremen
512,city,Barcelona
512,stadium,Boleyn_Ground
512,season,2014
512,manager,Sigenobu_Bodagala
513,index,102535
513,name,Abdalla_Susannne
513,surname,Hoare
513,birthyear,1982
513,birthplace,Gulfport
513,position,Midfield
513,team,Valencia_CF
513,city,Montevideo
513,stadium,Constant_Vanden_Stock_Stadium
513,season,2011
513,manager,Veit_Luks
514,index,102646
514,name,Abdalla_Susannne
514,surname,Hoare
514,birthyear,1982
514,birthplace,Gulfport
514,position,Midfield
514,team,Valencia_CF
514,city,Montevideo
514,stadium,Constant_Vanden_Stock_Stadium
514,season,2011
514,manager,Veit_Luks
515,index,103167
515,name,Abdalla_Susannne
515,surname,Hoare
515,birthyear,1982
515,birthplace,Gulfport
515,position,Midfield
515,team,Valencia_CF
515,city,Montevideo
515,stadium,Constant_Vanden_Stock_Stadium
515,season,2011
515,manager,Veit_Luks
516,index,103268
516,name,Abdalla_Susannne
516,surname,Hoare
516,birthyear,1982
516,birthplace,Gulfport
516,position,Defender
516,team,SV_Werder_Bremen
516,city,Barcelona
516,stadium,Boleyn_Ground
516,season,2014
516,manager,Sigenobu_Bodagala
517,index,103737
517,name,Abdalla_Susannne
517,surname,Hoare
517,birthyear,1982
517,birthplace,Gulfport
517,position,Defender
517,team,SV_Werder_Bremen
517,city,Barcelona
517,stadium,Boleyn_Ground
517,season,2014
517,manager,Sigenobu_Bodagala
518,index,103968
518,name,Abdalla_Susannne
518,surname,Hoare
518,birthyear,1982
518,birthplace,Gulfport
518,position,Midfield
518,team,Valencia_CF
518,city,Montevideo
518,stadium,Constant_Vanden_Stock_Stadium
518,season,2011
518,manager,Veit_Luks
519,index,104044
519,name,Abdalla_Susannne
519,surname,Hoare
519,birthyear,1982
519,birthplace,Gulfport
519,position,Defender
519,team,SV_Werder_Bremen
519,city,Barcelona
519,stadium,Boleyn_Ground
519,season,2014
519,manager,Sigenobu_Bodagala
520,index,104211
520,name,Abdalla_Susannne
520,surname,Hoare
520,birthyear,1982
520,birthplace,Gulfport
520,position,Defender
520,team,SV_Werder_Bremen
520,city,Barcelona
520,stadium,Boleyn_Ground
520,season,2014
520,manager,Sigenobu_Bodagala
521,index,104359
521,name,Abdalla_Susannne
521,surname,Hoare
521,birthyear,1982
521,birthplace,Gulfport
521,position,Midfield
521,team,Valencia_CF
521,city,Montevideo
521,stadium,Constant_Vanden_Stock_Stadium
521,season,2011
521,manager,Veit_Luks
522,index,104432
522,name,Abdalla_Susannne
522,surname,Hoare
522,birthyear,1982
522,birthplace,Gulfport
522,position,Defender
522,team,SV_Werder_Bremen
522,city,Barcelona
522,stadium,Boleyn_Ground
522,season,2014
522,manager,Sigenobu_Bodagala
523,index,104577
523,name,Abdalla_Susannne
523,surname,Hoare
523,birthyear,1982
523,birthplace,Gulfport
523,position,Defender
523,team,SV_Werder_Bremen
523,city,Barcelona
523,stadium,Boleyn_Ground
523,season,2014
523,manager,Sigenobu_Bodagala
524,index,104590
524,name,Abdalla_Susannne
524,surname,Hoare
524,birthyear,1982
524,birthplace,Gulfport
524,position,Midfield
524,team,Valencia_CF
524,city,Montevideo
524,stadium,Constant_Vanden_Stock_Stadium
524,season,2011
524,manager,Veit_Luks
525,index,104802
525,name,Abdalla_Susannne
525,surname,Hoare
525,birthyear,1982
525,birthplace,Gulfport
525,position,Defender
525,team,SV_Werder_Bremen
525,city,Barcelona
525,stadium,Boleyn_Ground
525,season,2014
525,manager,Sigenobu_Bodagala
526,index,104981
526,name,Abdalla_Susannne
526,surname,Hoare
526,birthyear,1982
526,birthplace,Gulfport
526,position,Midfield
526,team,Valencia_CF
526,city,Montevideo
526,stadium,Constant_Vanden_Stock_Stadium
526,season,2011
526,manager,Veit_Luks
527,index,105188
527,name,Abdalla_Susannne
527,surname,Hoare
527,birthyear,1982
527,birthplace,Gulfport
527,position,Midfield
527,team,Valencia_CF
527,city,Montevideo
527,stadium,Constant_Vanden_Stock_Stadium
527,season,2011
527,manager,Veit_Luks
528,index,105196
528,name,Abdalla_Susannne
528,surname,Hoare
528,birthyear,1982
528,birthplace,Gulfport
528,position,Defender
528,team,SV_Werder_Bremen
528,city,Barcelona
528,stadium,Boleyn_Ground
528,season,2014
528,manager,Sigenobu_Bodagala
529,index,105384
529,name,Abdalla_Susannne
529,surname,Hoare
529,birthyear,1982
529,birthplace,Gulfport
529,position,Defender
529,team,SV_Werder_Bremen
529,city,Barcelona
529,stadium,Boleyn_Ground
529,season,2014
529,manager,Sigenobu_Bodagala
530,index,105527
530,name,Abdalla_Susannne
530,surname,Hoare
530,birthyear,1982
530,birthplace,Gulfport
530,position,Midfield
530,team,Valencia_CF
530,city,Montevideo
530,stadium,Constant_Vanden_Stock_Stadium
530,season,2011
530,manager,Veit_Luks
531,index,105620
531,name,Abdalla_Susannne
531,surname,Hoare
531,birthyear,1982
531,birthplace,Gulfport
531,position,Midfield
531,team,Valencia_CF
531,city,Montevideo
531,stadium,Constant_Vanden_Stock_Stadium
531,season,2011
531,manager,Veit_Luks
532,index,105634
532,name,Abdalla_Susannne
532,surname,Hoare
532,birthyear,1982
532,birthplace,Gulfport
532,position,Defender
532,team,SV_Werder_Bremen
532,city,Barcelona
532,stadium,Boleyn_Ground
532,season,2014
532,manager,Sigenobu_Bodagala
533,index,105715
533,name,Abdalla_Susannne
533,surname,Hoare
533,birthyear,1982
533,birthplace,Gulfport
533,position,Defender
533,team,SV_Werder_Bremen
533,city,Barcelona
533,stadium,Boleyn_Ground
533,season,2014
533,manager,Sigenobu_Bodagala
534,index,106074
534,name,Abdalla_Susannne
534,surname,Hoare
534,birthyear,1982
534,birthplace,Gulfport
534,position,Defender
534,team,SV_Werder_Bremen
534,city,Barcelona
534,stadium,Boleyn_Ground
534,season,2014
534,manager,Sigenobu_Bodagala
535,index,106222
535,name,Abdalla_Susannne
535,surname,Hoare
535,birthyear,1982
535,birthplace,Gulfport
535,position,Midfield
535,team,Valencia_CF
535,city,Montevideo
535,stadium,Constant_Vanden_Stock_Stadium
535,season,2011
535,manager,Veit_Luks
536,index,106651
536,name,Abdalla_Susannne
536,surname,Hoare
536,birthyear,1982
536,birthplace,Gulfport
536,position,Defender
536,team,SV_Werder_Bremen
536,city,Barcelona
536,stadium,Boleyn_Ground
536,season,2014
536,manager,Sigenobu_Bodagala
537,index,106660
537,name,Abdalla_Susannne
537,surname,Hoare
537,birthyear,1982
537,birthplace,Gulfport
537,position,Midfield
537,team,Valencia_CF
537,city,Montevideo
537,stadium,Constant_Vanden_Stock_Stadium
537,season,2011
537,manager,Veit_Luks
538,index,106681
538,name,Abdalla_Susannne
538,surname,Hoare
538,birthyear,1982
538,birthplace,Gulfport
538,position,Midfield
538,team,Valencia_CF
538,city,Montevideo
538,stadium,Constant_Vanden_Stock_Stadium
538,season,2011
538,manager,Veit_Luks
539,index,106706
539,name,Abdalla_Susannne
539,surname,Hoare
539,birthyear,1982
539,birthplace,Gulfport
539,position,Defender
539,team,SV_Werder_Bremen
539,city,Barcelona
539,stadium,Boleyn_Ground
539,season,2014
539,manager,Sigenobu_Bodagala
540,index,106913
540,name,Abdalla_Susannne
540,surname,Hoare
540,birthyear,1982
540,birthplace,Gulfport
540,position,Defender
540,team,SV_Werder_Bremen
540,city,Barcelona
540,stadium,Boleyn_Ground
540,season,2014
540,manager,Sigenobu_Bodagala
541,index,107168
541,name,Abdalla_Susannne
541,surname,Hoare
541,birthyear,1982
541,birthplace,Gulfport
541,position,Midfield
541,team,Valencia_CF
541,city,Montevideo
541,stadium,Constant_Vanden_Stock_Stadium
541,season,2011
541,manager,Veit_Luks
542,index,107429
542,name,Abdalla_Susannne
542,surname,Hoare
542,birthyear,1982
542,birthplace,Gulfport
542,position,Defender
542,team,SV_Werder_Bremen
542,city,Barcelona
542,stadium,Boleyn_Ground
542,season,2014
542,manager,Sigenobu_Bodagala
543,index,107932
543,name,Abdalla_Susannne
543,surname,Hoare
543,birthyear,1982
543,birthplace,Gulfport
543,position,Defender
543,team,SV_Werder_Bremen
543,city,Barcelona
543,stadium,Boleyn_Ground
543,season,2014
543,manager,Sigenobu_Bodagala
544,index,107951
544,name,Abdalla_Susannne
544,surname,Hoare
544,birthyear,1982
544,birthplace,Gulfport
544,position,Midfield
544,team,Valencia_CF
544,city,Montevideo
544,stadium,Constant_Vanden_Stock_Stadium
544,season,2011
544,manager,Veit_Luks
545,index,108129
545,name,Abdalla_Susannne
545,surname,Hoare
545,birthyear,1982
545,birthplace,Gulfport
545,position,Midfield
545,team,Valencia_CF
545,city,Montevideo
545,stadium,Constant_Vanden_Stock_Stadium
545,season,2011
545,manager,Veit_Luks
546,index,108489
546,name,Abdalla_Susannne
546,surname,Hoare
546,birthyear,1982
546,birthplace,Gulfport
546,position,Defender
546,team,SV_Werder_Bremen
546,city,Barcelona
546,stadium,Boleyn_Ground
546,season,2014
546,manager,Sigenobu_Bodagala
547,index,108595
547,name,Abdalla_Susannne
547,surname,Hoare
547,birthyear,1982
547,birthplace,Gulfport
547,position,Midfield
547,team,Valencia_CF
547,city,Montevideo
547,stadium,Constant_Vanden_Stock_Stadium
547,season,2011
547,manager,Veit_Luks
548,index,108654
548,name,Abdalla_Susannne
548,surname,Hoare
548,birthyear,1982
548,birthplace,Gulfport
548,position,Defender
548,team,SV_Werder_Bremen
548,city,Barcelona
548,stadium,Boleyn_Ground
548,season,2014
548,manager,Sigenobu_Bodagala
549,index,108851
549,name,Abdalla_Susannne
549,surname,Hoare
549,birthyear,1982
549,birthplace,Gulfport
549,position,Midfield
549,team,Valencia_CF
549,city,Montevideo
549,stadium,Constant_Vanden_Stock_Stadium
549,season,2011
549,manager,Veit_Luks
550,index,108925
550,name,Abdalla_Susannne
550,surname,Hoare
550,birthyear,1982
550,birthplace,Gulfport
550,position,Midfield
550,team,Valencia_CF
550,city,Montevideo
550,stadium,Constant_Vanden_Stock_Stadium
550,season,2011
550,manager,Veit_Luks
551,index,108988
551,name,Abdalla_Susannne
551,surname,Hoare
551,birthyear,1982
551,birthplace,Gulfport
551,position,Defender
551,team,SV_Werder_Bremen
551,city,Barcelona
551,stadium,Boleyn_Ground
551,season,2014
551,manager,Sigenobu_Bodagala
552,index,109413
552,name,Abdalla_Susannne
552,surname,Hoare
552,birthyear,1982
552,birthplace,Gulfport
552,position,Defender
552,team,SV_Werder_Bremen
552,city,Barcelona
552,stadium,Boleyn_Ground
552,season,2014
552,manager,Sigenobu_Bodagala
553,index,109624
553,name,Abdalla_Susannne
553,surname,Hoare
553,birthyear,1982
553,birthplace,Gulfport
553,position,Defender
553,team,SV_Werder_Bremen
553,city,Barcelona
553,stadium,Boleyn_Ground
553,season,2014
553,manager,Sigenobu_Bodagala
554,index,109730
554,name,Abdalla_Susannne
554,surname,Hoare
554,birthyear,1982
554,birthplace,Gulfport
554,position,Midfield
554,team,Valencia_CF
554,city,Montevideo
554,stadium,Constant_Vanden_Stock_Stadium
554,season,2011
554,manager,Veit_Luks
555,index,109893
555,name,Abdalla_Susannne
555,surname,Hoare
555,birthyear,1982
555,birthplace,Gulfport
555,position,Midfield
555,team,Valencia_CF
555,city,Montevideo
555,stadium,Constant_Vanden_Stock_Stadium
555,season,2011
555,manager,Veit_Luks
556,index,110090
556,name,Abdalla_Susannne
556,surname,Hoare
556,birthyear,1982
556,birthplace,Gulfport
556,position,Defender
556,team,SV_Werder_Bremen
556,city,Barcelona
556,stadium,Boleyn_Ground
556,season,2014
556,manager,Sigenobu_Bodagala
557,index,110365
557,name,Abdalla_Susannne
557,surname,Hoare
557,birthyear,1982
557,birthplace,Gulfport
557,position,Midfield
557,team,Valencia_CF
557,city,Montevideo
557,stadium,Constant_Vanden_Stock_Stadium
557,season,2011
557,manager,Veit_Luks
558,index,110620
558,name,Abdalla_Susannne
558,surname,Hoare
558,birthyear,1982
558,birthplace,Gulfport
558,position,Defender
558,team,SV_Werder_Bremen
558,city,Barcelona
558,stadium,Boleyn_Ground
558,season,2014
558,manager,Sigenobu_Bodagala
559,index,110678
559,name,Abdalla_Susannne
559,surname,Hoare
559,birthyear,1982
559,birthplace,Gulfport
559,position,Defender
559,team,SV_Werder_Bremen
559,city,Barcelona
559,stadium,Boleyn_Ground
559,season,2014
559,manager,Sigenobu_Bodagala
560,index,110792
560,name,Abdalla_Susannne
560,surname,Hoare
560,birthyear,1982
560,birthplace,Gulfport
560,position,Midfield
560,team,Valencia_CF
560,city,Montevideo
560,stadium,Constant_Vanden_Stock_Stadium
560,season,2011
560,manager,Veit_Luks
561,index,110911
561,name,Abdalla_Susannne
561,surname,Hoare
561,birthyear,1982
561,birthplace,Gulfport
561,position,Midfield
561,team,Valencia_CF
561,city,Montevideo
561,stadium,Constant_Vanden_Stock_Stadium
561,season,2011
561,manager,Veit_Luks
562,index,111105
562,name,Abdalla_Susannne
562,surname,Hoare
562,birthyear,1982
562,birthplace,Gulfport
562,position,Midfield
562,team,Valencia_CF
562,city,Montevideo
562,stadium,Constant_Vanden_Stock_Stadium
562,season,2011
562,manager,Veit_Luks
563,index,111130
563,name,Abdalla_Susannne
563,surname,Hoare
563,birthyear,1982
563,birthplace,Gulfport
563,position,Midfield
563,team,Valencia_CF
563,city,Montevideo
563,stadium,Constant_Vanden_Stock_Stadium
563,season,2011
563,manager,Veit_Luks
564,index,111376
564,name,Abdalla_Susannne
564,surname,Hoare
564,birthyear,1982
564,birthplace,Gulfport
564,position,Midfield
564,team,Valencia_CF
564,city,Montevideo
564,stadium,Constant_Vanden_Stock_Stadium
564,season,2011
564,manager,Veit_Luks
565,index,112121
565,name,Abdalla_Susannne
565,surname,Hoare
565,birthyear,1982
565,birthplace,Gulfport
565,position,Defender
565,team,SV_Werder_Bremen
565,city,Barcelona
565,stadium,Boleyn_Ground
565,season,2014
565,manager,Sigenobu_Bodagala
566,index,112399
566,name,Abdalla_Susannne
566,surname,Hoare
566,birthyear,1982
566,birthplace,Gulfport
566,position,Midfield
566,team,Valencia_CF
566,city,Montevideo
566,stadium,Constant_Vanden_Stock_Stadium
566,season,2011
566,manager,Veit_Luks
567,index,112688
567,name,Abdalla_Susannne
567,surname,Hoare
567,birthyear,1982
567,birthplace,Gulfport
567,position,Midfield
567,team,Valencia_CF
567,city,Montevideo
567,stadium,Constant_Vanden_Stock_Stadium
567,season,2011
567,manager,Veit_Luks
568,index,112930
568,name,Abdalla_Susannne
568,surname,Hoare
568,birthyear,1982
568,birthplace,Gulfport
568,position,Defender
568,team,SV_Werder_Bremen
568,city,Barcelona
568,stadium,Boleyn_Ground
568,season,2014
568,manager,Sigenobu_Bodagala
569,index,113098
569,name,Abdalla_Susannne
569,surname,Hoare
569,birthyear,1982
569,birthplace,Gulfport
569,position,Midfield
569,team,Valencia_CF
569,city,Montevideo
569,stadium,Constant_Vanden_Stock_Stadium
569,season,2011
569,manager,Veit_Luks
570,index,113100
570,name,Abdalla_Susannne
570,surname,Hoare
570,birthyear,1982
570,birthplace,Gulfport
570,position,Midfield
570,team,Valencia_CF
570,city,Montevideo
570,stadium,Constant_Vanden_Stock_Stadium
570,season,2011
570,manager,Veit_Luks
571,index,113102
571,name,Abdalla_Susannne
571,surname,Hoare
571,birthyear,1982
571,birthplace,Gulfport
571,position,Defender
571,team,SV_Werder_Bremen
571,city,Barcelona
571,stadium,Boleyn_Ground
571,season,2014
571,manager,Sigenobu_Bodagala
572,index,113160
572,name,Abdalla_Susannne
572,surname,Hoare
572,birthyear,1982
572,birthplace,Gulfport
572,position,Midfield
572,team,Valencia_CF
572,city,Montevideo
572,stadium,Constant_Vanden_Stock_Stadium
572,season,2011
572,manager,Veit_Luks
573,index,113163
573,name,Abdalla_Susannne
573,surname,Hoare
573,birthyear,1982
573,birthplace,Gulfport
573,position,Defender
573,team,SV_Werder_Bremen
573,city,Barcelona
573,stadium,Boleyn_Ground
573,season,2014
573,manager,Sigenobu_Bodagala
574,index,113353
574,name,Abdalla_Susannne
574,surname,Hoare
574,birthyear,1982
574,birthplace,Gulfport
574,position,Defender
574,team,SV_Werder_Bremen
574,city,Barcelona
574,stadium,Boleyn_Ground
574,season,2014
574,manager,Sigenobu_Bodagala
575,index,113575
575,name,Abdalla_Susannne
575,surname,Hoare
575,birthyear,1982
575,birthplace,Gulfport
575,position,Midfield
575,team,Valencia_CF
575,city,Montevideo
575,stadium,Constant_Vanden_Stock_Stadium
575,season,2011
575,manager,Veit_Luks
576,index,113838
576,name,Abdalla_Susannne
576,surname,Hoare
576,birthyear,1982
576,birthplace,Gulfport
576,position,Midfield
576,team,Valencia_CF
576,city,Montevideo
576,stadium,Constant_Vanden_Stock_Stadium
576,season,2011
576,manager,Veit_Luks
577,index,114212
577,name,Abdalla_Susannne
577,surname,Hoare
577,birthyear,1982
577,birthplace,Gulfport
577,position,Defender
577,team,SV_Werder_Bremen
577,city,Barcelona
577,stadium,Boleyn_Ground
577,season,2014
577,manager,Sigenobu_Bodagala
578,index,114605
578,name,Abdalla_Susannne
578,surname,Hoare
578,birthyear,1982
578,birthplace,Gulfport
578,position,Defender
578,team,SV_Werder_Bremen
578,city,Barcelona
578,stadium,Boleyn_Ground
578,season,2014
578,manager,Sigenobu_Bodagala
579,index,114663
579,name,Abdalla_Susannne
579,surname,Hoare
579,birthyear,1982
579,birthplace,Gulfport
579,position,Defender
579,team,SV_Werder_Bremen
579,city,Barcelona
579,stadium,Boleyn_Ground
579,season,2014
579,manager,Sigenobu_Bodagala
580,index,114781
580,name,Abdalla_Susannne
580,surname,Hoare
580,birthyear,1982
580,birthplace,Gulfport
580,position,Midfield
580,team,Valencia_CF
580,city,Montevideo
580,stadium,Constant_Vanden_Stock_Stadium
580,season,2011
580,manager,Veit_Luks
581,index,115051
581,name,Abdalla_Susannne
581,surname,Hoare
581,birthyear,1982
581,birthplace,Gulfport
581,position,Defender
581,team,SV_Werder_Bremen
581,city,Barcelona
581,stadium,Boleyn_Ground
581,season,2014
581,manager,Sigenobu_Bodagala
582,index,115206
582,name,Abdalla_Susannne
582,surname,Hoare
582,birthyear,1982
582,birthplace,Gulfport
582,position,Midfield
582,team,Valencia_CF
582,city,Montevideo
582,stadium,Constant_Vanden_Stock_Stadium
582,season,2011
582,manager,Veit_Luks
583,index,115366
583,name,Abdalla_Susannne
583,surname,Hoare
583,birthyear,1982
583,birthplace,Gulfport
583,position,Defender
583,team,SV_Werder_Bremen
583,city,Barcelona
583,stadium,Boleyn_Ground
583,season,2014
583,manager,Sigenobu_Bodagala
584,index,115393
584,name,Abdalla_Susannne
584,surname,Hoare
584,birthyear,1982
584,birthplace,Gulfport
584,position,Defender
584,team,SV_Werder_Bremen
584,city,Barcelona
584,stadium,Boleyn_Ground
584,season,2014
584,manager,Sigenobu_Bodagala
585,index,115639
585,name,Abdalla_Susannne
585,surname,Hoare
585,birthyear,1982
585,birthplace,Gulfport
585,position,Midfield
585,team,Valencia_CF
585,city,Montevideo
585,stadium,Constant_Vanden_Stock_Stadium
585,season,2011
585,manager,Veit_Luks
586,index,115914
586,name,Abdalla_Susannne
586,surname,Hoare
586,birthyear,1982
586,birthplace,Gulfport
586,position,Defender
586,team,SV_Werder_Bremen
586,city,Barcelona
586,stadium,Boleyn_Ground
586,season,2014
586,manager,Sigenobu_Bodagala
587,index,116007
587,name,Abdalla_Susannne
587,surname,Hoare
587,birthyear,1982
587,birthplace,Gulfport
587,position,Defender
587,team,SV_Werder_Bremen
587,city,Barcelona
587,stadium,Boleyn_Ground
587,season,2014
587,manager,Sigenobu_Bodagala
588,index,116197
588,name,Abdalla_Susannne
588,surname,Hoare
588,birthyear,1982
588,birthplace,Gulfport
588,position,Defender
588,team,SV_Werder_Bremen
588,city,Barcelona
588,stadium,Boleyn_Ground
588,season,2014
588,manager,Sigenobu_Bodagala
589,index,116202
589,name,Abdalla_Susannne
589,surname,Hoare
589,birthyear,1982
589,birthplace,Gulfport
589,position,Midfield
589,team,Valencia_CF
589,city,Montevideo
589,stadium,Constant_Vanden_Stock_Stadium
589,season,2011
589,manager,Veit_Luks
590,index,116425
590,name,Abdalla_Susannne
590,surname,Hoare
590,birthyear,1982
590,birthplace,Gulfport
590,position,Midfield
590,team,Valencia_CF
590,city,Montevideo
590,stadium,Constant_Vanden_Stock_Stadium
590,season,2011
590,manager,Veit_Luks
591,index,116723
591,name,Abdalla_Susannne
591,surname,Hoare
591,birthyear,1982
591,birthplace,Gulfport
591,position,Midfield
591,team,Valencia_CF
591,city,Montevideo
591,stadium,Constant_Vanden_Stock_Stadium
591,season,2011
591,manager,Veit_Luks
592,index,117367
592,name,Abdalla_Susannne
592,surname,Hoare
592,birthyear,1982
592,birthplace,Gulfport
592,position,Defender
592,team,SV_Werder_Bremen
592,city,Barcelona
592,stadium,Boleyn_Ground
592,season,2014
592,manager,Sigenobu_Bodagala
593,index,117586
593,name,Abdalla_Susannne
593,surname,Hoare
593,birthyear,1982
593,birthplace,Gulfport
593,position,Defender
593,team,SV_Werder_Bremen
593,city,Barcelona
593,stadium,Boleyn_Ground
593,season,2014
593,manager,Sigenobu_Bodagala
594,index,117597
594,name,Abdalla_Susannne
594,surname,Hoare
594,birthyear,1982
594,birthplace,Gulfport
594,position,Midfield
594,team,Valencia_CF
594,city,Montevideo
594,stadium,Constant_Vanden_Stock_Stadium
594,season,2011
594,manager,Veit_Luks
595,index,117649
595,name,Abdalla_Susannne
595,surname,Hoare
595,birthyear,1982
595,birthplace,Gulfport
595,position,Midfield
595,team,Valencia_CF
