fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Gero,Stolcke,F,973,312-4070,WEST BERLIN,NJ,8091,M,Y,50000,1.873125,0,2000,1500
Kazuko,Leverett,F,603,657-4610,DURHAM,NH,3824,M,N,70000,0.0,0,0,0
Arantza,Strasser,eF,401,913-9215,KINGSTON,RI,2881,S,Y,45000,0.0,0,0,0
Ragunathan,Dechter,M,207,980-3712,ELIOT,ME,3903,S,N,90000,8.5,2850,0,0
Kenrick,Rowen,,787,422-7417,SAN JUAN,PR,930,M,Y,95000,0.0,0,,0
Tarun,Hiramatsu,M,401,331-7809,WEST WARWICK,RI,2893,M,Y,15000,0.0,0,0,0
Pratap,McNichols,F,207,427-9663,EXETER,ME,4435,S,Y,100000,8.5,2850,,2850
Kimmo,Krylov,F,207,674-2128,ATHENS,ME,4912,S,Y,35000,8.5,2850,0,2850
Lars,Falster,M,551,208-6522,PALISADES PARK,NJ,7650,M,N,40000,1.7154167000000002,0,2000,0
Gabriela,Chandrasekhar,M,603,873-1988,NASHUA,NH,3060,S,N,50000,0.0,0,0,0
Fereidoon,Waumans,M,401,349-6783,NORTH SCITUATE,RI,2857,S,N,20000,0.0,0,0,0
Yunghsiang,Becraft,F,603,851-8402,CENTER STRAFFORD,NH,3815,M,Y,60000,0.0,0,0,0
Gudula,Ikeo,F,401,846-4524,,RI,2872,S,N,65000,0.0,0,0,0
Navid,Nudd,M,787,911-5737,PONCE,PR,734,S,Y,70000,0.0,0,0,0
Osmar,Christopher,M,207,138-9357,LEVANT,ME,4456,M,Y,25000,8.5,0,5700,2850
Sophoclis,Seyfer,M,802,450-7211,MIDDLETOWN SPRINGS,VT,5757,M,N,40000,3.8009440000000003,0,6600,0
Seungjin,Dydek,F,603,174-9301,EPPING,NH,3042,S,Y,25000,0.0,0,0,0
Yuhichi,Hjelsvold,M,802,775-6353,GREENSBORO BEND,VT,5842,M,Y,70000,4.397808,0,6600,3300
Ufuk,Elphick,M,787,593-2715,SAN JUAN,PR,924,S,N,90000,0.0,0,0,0
Gray,Buekenhout,F,603,359-6901,SUNAPEE,NH,3782,S,N,85000,0.0,0,0,0
Junnosuke,Pitchumani,F,774,634-1303,AGAWAM,MA,1001,S,N,5000,5.3,b3575,0,0
Juyang,Shikarpur,M,973,737-8332,BLACKWOOD,NJ,8012,M,N,55000,1.9519792,0,2000,0
Melchior,Oeltjen,M,207,189-2060,DANFORTH,ME,4424,S,Y,15000,6.9580293000000015,2850,0,2850
Xihao,Dastidar,F,973,726-5958,SCHOOLEYS MOUNTAIN,NJ,7870,S,Y,15000,1.4,1000,0,1500***
Prakash,Abe,F,351,474-9142,SUDBURY,MA,1776,M,Y,40000,5.3,0,7150,1000
Sudebkumar,Kontovasilis,M,781,735-9286,MELROSE,MA,2176,S,N,95000,5.3,3575,0,0
Jagdish,Kalyanakrishnan,F,860,501-6765,ROCKY HILL,CT,6067,M,N,20000,5.0,0,24500,0
Borislav,Surya,M,339,624-3199,FALL RIVER,MA,2720,M,Y,100000,5.3,0,7150,1000
Tanguy,Mutoh,M,862,673-4442,BERGENFIELD,NJ,7621,M,Y,40000,1.7154167000000002,0,2000,1500
Trudi,Lewart,F,603,439-4819,WOLFEBORO FALLS,NH,3896,S,N,60000,0.0,,0,0
Hanspeter,Kornhauser,M,860,583-1053,HARTFORD,CT,6160,S,N,85000,5.0,12750,0,0
Hanpei,Baransky,M,401,514-1671,NORTH PROVIDENCE,RI,2911,M,Y,60000,0.0,0,0,0
Nick,Borrione,M,860,181-9800,EASTON,CT,6612,S,Y,100000,5.0,12750,0,0
Jiawei,Kotlyar,F,401,938-3004,PASCOAG,RI,2859,M,N,15000,0.0,0,0,0
Henrik,Kesavan,F,207,718-4772,NEW PORTLAND,ME,4954,S,N,40000,8.5,2850,0,0
Christodoulakis,Camps,F,802,632-2201,HUNTINGTON,VT,5462,S,Y,50000,3.9998987,3300,0,3300
Elspeth,Gabrielli,M,401,738-3494,WARWICK,RI,2888,M,N,95000,0.0,0,0,0
Emeka,Chiola,M,401,149-2314,WEST WARWICK,,2893,S,N,35000,0.0,0,0,0
Aladin,Hammerl,F,401,395-3012,NORTH KINGSTOWN,RI,2854,M,Y,85000,0.0,0,0,0
Kamyar,Luther,M,860,319-9324,CHESHIRE,CT,6408,M,N,70000,5.0,0,24500,0
Vitali,Benaini,M,401,352-2353,GREENE,RI,2827,S,Y,45000,0.0,0,0,0
Riichiro,Kess,F,603,171-9653,ALSTEAD,NH,3602,M,Y,95000,0.0,0,0,0
Gerd,Lamont,,978,385-5731,NORTH CHELMSFORD,MA,1863,S,Y,15000,5.3,3575,0,1000
Constantine,Miner,F,856,151-4927,CHATHAM,NJ,7928,S,Y,95000,2.5828125,1000,0,1500
Karthikeyan,Geske,F,857,700-4119,COTUIT,MA,2635,M,N,80000,5.3,0,7150,0
Jeng,Camps,M,401,220-1312,HARRISVILLE,RI,2830,M,Y,25000,0.0,0,0,0
Siba,Cermak,F,413,495-5682,MASHPEE,MA,2649,M,N,40000,5.3,0,7150,0
Anatoly,Therber,M,802,485-3596,ARLINGTON,VT,5250,M,N,80000,4.5967627,0,6600,0
Giridharan,Bazire,M,203,787-1942,WATERBURY,CT,6702,M,Y,70000,5.0,m0,24500,0
Hiralal,Ghalwash,F,603,504-9280,NEW HAMPTON,NH,3256,M,Y,85000,0.0,0,0,0
Ajoy,Lamping,F,401,790-5996,NORTH SCITUATE,RI,2857,M,N,5000,0.0,0,,0
Falk,Sarstedt,M,508,278-6984,RUSSELL,MA,1071,S,Y,95000,5.3,3575,0,1000
Doina,Evershed,F,401,672-9369,EAST GREENWICH,RI,2818,S,Y,20000,0.0,0,0,0
Candy,Tannenbaum,F,802,631-3517,EAST FAIRFIELD,VT,5448,M,Y,10000,3.6,0,6600,3300
Cao,Repeko,F,802,273-3601,EAST BARRE,VT,5649,S,Y,60000,4.1988535,3300,0,3300
Manikya,Kyung,M,802,492-2264,MOUNT HOLLY,VT,5758,M,Y,75000,4.497285400000001,0,6600,3300
Sergei,Esteves,F,603,225-6593,NOTTINGHAM,NH,3290,S,N,20000,0.0,0,0,0
Kanchana,Leonetti,M,802,817-1118,BELLOWS FALLS,VT,5101,M,N,70000,4.397808,0,6600,0
Marinos,Hasteer,M,802,129-8170,MONTPELIER,VT,5609,S,N,55000,4.099376,3300,0,0
Avikam,Donath,F,787,259-3186,BARCELONETA,PR,617,M,Y,35000,0.0,0,0,0
Yiorgos,Chown,M,802,688-4772,LUDLOW,VT,5149,S,Y,100000,4.9946720000000004,3300,0,3300
Dongqing,Lance,M,603,178-7849,STINSON LAEK,NH,3274,S,Y,20000,0.0,0,0,0
Rumjana,Rifaut,,732,515-9484,PLAINFIELD,NJ,7063,M,Y,65000,2.1096876,0,2000,1500
Yonghuai,Feber,M,787,101-5353,SAN JUAN,PR,939,M,Y,70000,0.0,0,0,0
Alois,Munetoh,M,401,868-6049,PROVIDENCE,RI,2912,M,Y,80000,0.0,0,0,0
Cormac,Sureshchandran,F,787,373-2510,PALMER,PR,721,S,Y,15000,0.0,0,0,0
Dusko,Sebastio,F,401,228-2901,WAKEFIELD,RI,2880,S,Y,55000,0.0,0,0,0
Miki,Raum,M,401,518-1788,MIDDLETOWN,RI,2842,S,Y,20000,0.0,0,0,0
Clark,Felger,M,203,787-5266,WALLINGFORD,CT,6492,S,Y,85000,5.0,12750,0,0
Eshrat,Hooker,F,207,567-1511,SPRUCE HEAD,ME,4859,M,N,90000,8.5,0,5700,0
Melissa,Alpuente,F,787,447-7458,LAS MARIAS,PR,670,M,Y,80000,0.0,0,0,0
Terje,Borrmann,M,787,231-1325,SAN JUAN,PR,922,S,Y,20000,0.0,0,0,0
Yigal,Shanawa,F,207,881-1202,DaIXMONT,ME,4932,M,N,35000,8.5,0,5700,0
Peiyuan,Ruocco,F,939,387-1792,HUMACAO,PR,791,M,Y,40000,0.0,0,0,0
Graca,Nemytykh,F,339,147-9184,NEW BEDFORD,MA,2742,M,N,35000,5.3,0,7150,0
Norival,Panwar,M,802,163-5009,SOUTH RYEGATE,VT,5069,M,Y,20000,3.6,0,6600,3300
Jongwon,Manber,F,603,483-9385,NASHUA,NH,3060,M,N,50000,0.0,0,0,0
Frances,Pinger,F,802,750-9644,,VT,5751,M,N,45000,3.9004214,0,6600,0
Tefko,Maiorov,F,787,616-9075,SAN JUAN,PR,920,M,N,55000,0.0,0,0,0
Amichai,Kreutz,M,787,571-6578,SAN JUAN,PR,928,M,N,35000,0.0,0,0,0
Deanne,Marrevee,F,401,970-1915,PROVIDENCE,RI,2903,S,N,20000,0.0,0,0,0
Vitit,Jakobus,F,401,258-2414,PROVIDENCE,RI,2906,M,N,85000,0.0,0,0,
Jahir,Boegh,F,802,635-9283,MANCHESTER CENTER,VT,5255,S,Y,75000,4.497285400000001,3300,0,3300
Zhong,Wheeler,M,413,113-5282,ASHBY,MA,1431,S,N,75000,5.3,3575,0,0
Rajanarayanan,Cincotta,F,207,565-8290,EiUSTIS,ME,4936,M,Y,40000,8.5,0,5700,2850
Antoinette,Trammell,M,603,388-6114,WATERVILLE VALLEY,NH,3215,S,N,10000,0.0,0,0,0
Dermont,Wenban,M,802,225-6193,STAMFORD,VT,5352,M,Y,60000,4.1988535,0,6600,3300
Aran,Heckmann,xF,787,540-5520,SABANA GRANDE,PR,637,M,N,50000,0.0,0,0,0
Rafols,Leufke,F,908,924-8647,HAZLET,NJ,7730,S,Y,75000,2.2673959999999997,1000,0,1500
Haesun,Racz,M,787,738-8065,CAROLINA,PR,987,S,Y,20000,0.0,0,0,0
Zhuoan,Itzigehl,M,732,888-5723,MULLICA HILL,NJ,8062,M,N,80000,2.34625,0,2000,0
Honghui,Kakkad,M,860,952-1888,OLD LYME,CT,6371,M,N,25000,5.0,0,24500,0
Molly,Colotti,M,201,600-4675,BOGOTA,NJ,7603,S,Y,80000,2.34625,1000,0,
DoKyeong,Degimbe,M,939,855-2695,LAS PIEDRAS,PR,771,S,N,70000,0.0,0,0,0
Xiangmin,Narasayya,M,401,929-6951,PASCOAG,RI,2859,M,Y,5000,0.0,0,0,0
Jeffry,Acevedo,M,207,385-5551,BRIDGEWATER,ME,4735,S,N,55000,8.5,2850,0,0
Rockford,Volzer,F,860,151-3976,BETHLEHEM,CT,6751,M,N,30000,5.0,0,24500,0
Adham,Hallnas,F,787,994-2855,SAN JUAN,PR,914,M,Y,35000,0.0,0,0,0
Uchang,Chesneaux,F,401,615-7880,PAWTUCKET,RI,2862,M,N,100000,0.0,0,0,0
Arnold,Penn,F,860,905-4262,MERIDEN,CT,6450,M,N,100000,5.0,0,24500,0
Akeno,Kurfess,M,401,632-6462,KINGSTON,RI,2881,S,Y,45000,0.0,0,0,0
Rodney,Bellotti,F,603,661-4590,NEWPORT,NH,3773,M,N,25000,0.0,0,0,0
Olumide,Vaisey,M,339,404-9450,HOLLISTON,MA,1746,M,N,25000,5.3,0,7150,0
Allison,Dwork,M,207,480-3178,RAYMOND,ME,4071,S,N,15000,6.9580293000000015,2850,0,0
Toong,Bashian,F,908,706-6258,JULIUSTOWN,NJ,8042,M,Y,40000,1.7154167000000002,0,2000,1500
Lujuan,Gutleber,F,207,274-5070,LEEDS,ME,4263,S,N,35000,8.5,2850,0,0
Tong,Dolotta,F,802,549-7226,EAST HAVEN,VT,5837,S,Y,15000,3.6,3300,0,3300
Xiaobin,Estlin,F,603,482-6905,CAMPTON,NH,3223,M,N,100000,0.0,0,0,0
Eliahu,Middleburg,F,609,624-6547,LAFAYETTE,NJ,7848,M,Y,5000,1.4,0,2000,1500
Simonas,Pintz,F,939,624-8721,MAUNABO,PR,707,M,N,85000,0.0,0,0,0
Verena,Cheshire,M,401,935-4672,KENYON,RI,2836,M,N,50000,0.0,0,0,0
Lyman,Grape,F,802,849-5949,POWNAL,VT,5261,M,Y,95000,4.8951945,0,6600,3300
Zakaria,Gilg,M,207,707-8039,MEXICO,ME,4257,M,Y,5000,2.2135036,0,5700,2850
Dongchang,Biryukov,F,908,537-7580,RUTHERFORD,NJ,7070,M,N,60000,2.0308332,0,2000,0
Willard,Stach,M,939,129-8600,CAGUAS,PR,725,S,N,85000,0.0,0,0,0
Gennoveffa,Docker,F,207,357-7261,TOPSHAM,ME,4086,S,Y,75000,8.5,2850,0,2850
Dipen,Dienes,F,978,635-8699,FAIRHAVEN,MA,2719,M,Y,70000,5.3,0,7150,1000
Garrison,Koganti,M,207,620-5340,DURHAM,ME,4222,S,N,20000,8.5,2850,0,0
Jayantha,Nitadori,M,802,566-3909,NORTH HERO,VT,5474,S,N,85000,4.69624,3300,0,0
Niek,Battaglin,M,203,484-2835,WATERBURY,CT,6702,S,N,35000,5.0,12750,0,0
Teruaki,Worsch,M,774,376-8228,WEST BROOKFIELD,MA,1585,M,N,15000,5.3,0,7150,0
Weixiong,Gentleman,M,202,149-4531,CANAAN,CT,6018,M,Y,20000,5.0,0,24500,0
Piero,Chweh,F,603,326-1011,SPOFFORD,NH,3462,M,Y,40000,0.0,0,***,0
Fiona,Large,M,207,715-9153,SHERIDAN,ME,4775,M,Y,75000,8.5,0,5700,2850
Gus,Leunen,M,787,350-1728,VEGA ALTA,PR,692,S,N,35000,0.0,0,0,0
Moss,Tayara,M,207,256-4146,RANDOLPH,ME,4346,S,N,95000,8.5,2850,0,0
Eliseu,Ruano,F,781,457-3745,SAGAMORE BEACH,MA,2562,S,Y,70000,5.3,3575,0,1000
Houari,Crooks,M,802,958-3017,SOUTH BURLINGTON,VT,5403,S,N,90000,4.7957171999999995,3300,0,0
Debasish,Unland,F,401,700-4743,WARREN,RI,2885,M,Y,25000,0.0,0,0,0
Xiaoping,Onaga,F,603,212-5691,GILMANTON,NH,3237,M,Y,65000,0.0,0,0,0
Xiaolang,Hruby,F,351,538-1078,DEERFoIELD,MA,1342,M,Y,70000,5.3,0,7150,1000
Binhai,Littlestone,M,603,224-4306,TILTON,NH,3276,S,N,35000,0.0,0,0,0
Nhon,Gomide,M,856,673-7720,SOMERDALE,NJ,8083,S,N,25000,1.4788542,1000,0,0
Ramarao,Opatryn,F,802,853-4875,WEST WARDSBORO,VT,5360,M,Y,70000,4.397808,0,6600,3300
Waldemar,Bidoit,F,401,915-8927,WARWICK,RI,2886,M,Y,85000,0.0,0,0,0
Przemyslaw,Pezzoli,F,781,249-5738,NORTH CHELMSFORD,MA,1863,M,Y,20000,5.3,0,7150,1000
Wamberto,Rael,F,203,582-3389,BRISTOL,CT,6010,M,N,35000,5.0,0,24500,0
Dieter,Aschim,M,413,739-4126,WEST MEDFORD,MA,2156,S,N,90000,5.3,3575,0,0
Jennifer,Speyerer,M,603,685-2332,ROCHESTER,NH,3867,S,N,95000,0.0,0,0,0
Debanjan,Jakobus,M,401,734-9499,CRANSTON,RI,2910,M,Y,100000,0.0,0,0,0
Koppolu,Parikh,M,939,320-5931,SAN JUAN,PR,933,M,N,90000,0.0,0,0,0
Youcef,Gavrin,M,978,198-5943,FALMOUTH,MA,2540,M,N,85000,5.3,0,7150,0
Starr,Lycklama,M,774,480-4836,WAYLAND,MA,1778,S,N,85000,5.3,3575,0,0
Zahi,Wabbi,M,802,784-5544,MORGAN,VT,5853,M,Y,25000,3.6,0,6600,3300
Gada,Gupta,F,781,332-9584,FRAMINGHAM,MA,1705,S,N,10000,5.3,3575,0,0
Yueli,Yamnitsky,M,802,490-9419,WOODBURY,VT,5681,M,N,35000,3.7014668,0,6600,0
Jusung,Burnard,M,207,899-2838,CASTINE,ME,4421,S,N,15000,6.9580293000000015,2850,0,0
Zuliang,Chander,M,939,495-3922,PONCE,jPR,734,M,N,50000,0.0,0,0,0
Thiel,Bartscht,M,203,378-3012,SOUTHPORT,CT,6890,M,N,25000,5.0,0,24500,0
Tirza,Irland,F,551,724-2553,HOLMDEL,NJ,7733,M,Y,25000,1.4788542,0,2000,1500
Major,Phua,M,203,733-7513,NAUGATUCK,CT,6770,M,Y,35000,5.0,0,24500,0
Nael,Ardizzone,F,802,774-4245,COLCHESTER,VT,5446,M,N,100000,4.9946720000000004,0,6600,0
Esma,Prietula,,401,596-8730,ROCKVILLE,RI,2873,S,N,10000,0.0,0,0,0
Basil,Boucherie,M,401,978-8821,WARREN,RI,2885,S,Y,90000,0.0,0,0,0
Mac,Dinkloh,F,401,464-9502,KINGSTON,RI,2881,M,N,50000,0.0,0,0,0
Krishan,Brender,M,802,533-7464,KILLINGTON,VT,5751,M,Y,60000,4.1988535,0,6600,3300
Geof,Koiso,F,207,605-9675,STRATTON,ME,4982,S,Y,90000,8.5,2850,0,2850
Biswa,Pocchiola,F,860,366-5363,GILMAN,CT,6336,M,N,25000,5.0,0,24500,0
Wenci,Wilhite,F,401,918-3713,CAROLINA,RI,2812,M,N,65000,0.0,0,0,0
Asiri,Cousineau,M,787,817-7204,CAROLINA,PR,986,S,Y,70000,0.0,0,0,0
Lorant,Padiou,M,207,871-6130,ISLE OF SPRINGS,ME,4549,S,N,65000,8.5,2850,0,0
Angel,Baudin,gF,339,909-5515,LYNN,MA,1902,M,Y,80000,5.3,0,7150,1000
Emilio,Desbois,F,802,256-2678,KILLINGTON,VT,5751,S,Y,90000,4.7957171999999995,3300,0,3300
Surya,Cheriton,F,617,341-3578,LINWOOD,MA,1525,M,Y,15000,5.3,0,7150,1000
Tarcisio,Turkedjiev,F,857,898-9294,NORTHFIELD,MA,1360,S,N,5000,5.3,3575,0,0
Pallab,Negoita,M,603,511-2559,EXETER,NH,3833,M,Y,10000,0.0,0,0,0
Eckart,Staudinger,M,203,971-3409,NORTHFIELD,CT,6778,S,Y,20000,5.0,12750,0,0
Shailendra,Bergevin,M,978,993-5542,SAGAMORE BEACH,MA,2562,S,N,10000,5.3,3575,0,0
Ladislav,Motoki,M,401,693-8998,PRUDENCE ISLAND,RI,2872,M,N,20000,0.0,0,0,0
Abdullah,Rich,M,609,898-5040,NEWARK,NJ,7193,M,Y,80000,2.34625,0,2000,1500
Qujun,Rappoport,F,603,323-4774,WHITEFIELD,NH,3598,S,Y,20000,0.0,0,0,0
Keijo,Hanover,F,203,742-3213,ANSONIA,CT,6401,M,N,10000,0.0,0,24500,0
Abdesselam,Priebs,F,401,303-7612,KINGSTON,RI,2881,S,Y,5000,0.0,0,0,0
Dibyendu,Parmakson,,401,356-5462,PROVIDENCE,RI,2902,S,Y,30000,0.0,0,0,0
Hanan,Leibl,M,401,159-3390,NORTH KINGSTOWN,RI,2852,M,Y,15000,0.0,0,0,0
Juliana,Comparetto,F,201,964-2454,JERSEY CITY,NJ,7309,M,Y,15000,1.4,0,2000,1500
Tapani,Hopewell,M,848,623-5306,MC AFEE,NJ,7428,M,N,80000,2.34625,0,2000,0
Daria,Sawada,F,401,298-4591,JAMESTOWN,RI,2835,M,Y,15000,0.0,0,0,0
Mingshien,Kambhatla,F,860,366-7169,PLANTSVILLE,CT,6479,M,N,75000,5.0,0,24500,***
Eszter,Dybjer,M,802,380-3352,SALISBURY,VT,5769,S,N,75000,4.497285400000001,3300,0,
Goang,Desbois,M,203,145-1857,STAMFORD,CT,6912,M,Y,80000,5.0,0,24500,0
Hayo,Dingus,M,207,839-3830,WESTFIELD,ME,4787,S,Y,10000,4.5857663,2850,0,2850
Chander,Hamfelt,F,802,974-6998,EAST DOVER,VT,5341,S,N,20000,3.6,3300,0,0
Peing,Villa,,603,778-8411,NORTH SANDWICH,NH,3259,S,N,45000,0.0,0,0,0
Yukinobu,Jacobsson,F,413,190-2754,DEDHAM,MA,2026,S,N,85000,5.3,3575,0,0
Dadong,Husain,M,848,206-8804,MARLTON,NJ,8053,M,Y,5000,1.4,0,2000,1500
Gaetano,Ylonen,F,860,404-5806,GLASTONBURY,CT,6033,M,N,85000,5.0,0,24500,0
Sven,Moehrke,M,603,699-4710,GREENFIELD,NH,3047,M,N,30000,0.0,0,0,0
Wenjun,Cromarty,M,609,438-5851,HAWTHaORNE,NJ,7506,M,Y,5000,1.4,0,2000,1500
Dallan,Theimer,F,860,219-3936,ASHFORD,CT,6278,S,Y,40000,5.0,12750,0,0
Dhruba,Lothe,M,781,676-3198,SOMERSET,MA,2726,S,N,20000,5.3,3575,0,0
Perla,Hawkinson,M,908,902-6191,ELMWOOD PARK,NJ,7407,S,N,10000,1.4,1000,0,0
Yildiray,Iverson,F,939,132-9606,TOA ALTA,PR,953,M,Y,80000,0.0,0,0,0
Yufeng,Lauff,M,802,504-8560,GRANVILLE,VT,5747,M,Y,60000,4.1988535,0,6600,3300
Takayuli,Raupp,F,802,353-1566,GRAFTON,VT,5146,M,N,50000,3.9998987,0,6600,0
Gora,Wortmann,M,857,895-7915,PAXTON,MA,1612,S,N,40000,5.3,3575,0,0
Roslyn,Kayser,F,973,846-1084,CAMDEN,NJ,8105,M,Y,65000,2.1096876,0,2000,1500
Willett,Lynn,F,401,392-4136,CLAYVILLE,RI,2815,M,Y,95000,0.0,0,0,0
Aron,Trogemann,F,787,235-3165,CATANO,PR,962,M,Y,90000,0.0,0,h0,0
Naoki,Sirovich,,978,485-3823,MILLVILLE,MA,1529,S,N,85000,5.3,3575,0,0
Kitsana,Masini,F,603,236-2067,NEWTON JUNCTION,NH,3859,M,Y,20000,0.0,0,0,0
Fracisco,Rusmann,F,351,948-1689,CHATHAM,MA,2633,S,N,45000,5.3,3575,0,0
Funda,Tzafestas,F,201,430-8580,AVALON,NJ,8202,S,N,75000,2.2673959999999997,1000,0,0
Wade,Hassan,M,207,182-9686,KITTERY POINT,ME,3905,S,N,80000,8.5,,0,0
Sandhya,Kazakov,F,351,741-1383,HARVARD,MA,1451,M,Y,65000,5.3,0,7150,1000
Yasuichi,Pinkal,M,939,894-5063,CAGUAS,PR,727,S,Y,5000,0.0,0,0,0
Berardina,Beeferman,F,339,638-9514,ATTLEBORO FALLS,MA,2763,M,Y,20000,5.3,0,7150,1000
Malte,Juste,M,207,453-1772,WEST BALDWIN,ME,4091,M,N,60000,8.5,0,5700,0
Athanassios,Perl,F,401,744-4067,EXETER,RI,2822,M,N,100000,0.0,0,0,0
Yasusi,Copperman,M,603,571-7142,DURHAM,NH,3824,S,Y,55000,0.0,0,0,0
Afzal,Bhuyan,F,203,583-9325,OXFORD,CT,6478,S,N,80000,5.0,12750,0,0
Zurab,Broch,M,908,105-2118,NORTH BERGEN,NJ,7047,M,Y,95000,2.5828125,0,2000,1500
Joonhee,Noah,M,603,767-6748,LYME,NH,3768,S,Y,50000,0.0,0,0,0
Ladislas,Lukaszewicz,M,603,858-3371,FREEDOM,NH,3836,M,N,75000,0.0,0,0,***
Roch,Cassell,M,401,504-4167,WYOMING,RI,2898,M,N,30000,0.0,0,0,0
Aria,Bollman,***,207,385-8416,THOMASTON,ME,4861,S,Y,90000,8.5,2850,0,2850
Xiao,Sekino,M,802,607-9216,NORTH CLARENDON,VT,5759,S,Y,75000,4.497285400000001,3300,0,3300
Ettore,Osmani,M,201,569-1395,WEST DEPTFORD,NJ,8096,S,Y,70000,2.1885417,1000,0,1500
Grigory,Siprelle,M,207,963-2290,SOUTHWEST HARBOR,ME,4679,S,N,40000,8.5,2850,0,0
Ronaldo,Havelund,M,351,566-1909,HALIFAX,MA,2338,M,Y,60000,5.3,0,7150,1000
Vasudha,Campr,M,939,519-8027,NARANJITO,PR,719,M,N,50000,0.0,0,0,0
Xing,Engelmann,M,401,550-8453,KINGSTON,RI,2881,M,Y,90000,0.0,0,0,0
Masaru,Streit,F,401,670-1798,BRADFORD,RI,2808,S,Y,40000,0.0,0,0,0
Marcian,Grnarov,F,787,913-4097,SAN JUAN,PR,920,S,Y,50000,0.0,0,0,0
Brad,Speek,F,774,459-4121,CHATHAM,MA,2633,S,Y,70000,5.3,3575,0,1000
Yingfei,Daskalova,M,203,857-5483,HARTFORD,CT,6102,M,N,70000,5.0,0,24500,0
Jayantha,Menhardt,M,207,833-6480,NORWAY,ME,4268,M,Y,10000,4.5857663,0,5700,
Kuniaki,Zastre,F,413,217-5670,BARRE,MA,1005,M,Y,65000,5.3,0,7150,1000
Etsuji,Quinet,F,603,395-2800,RANDOLPH,NH,3593,M,Y,90000,0.0,0,0,0
Ehab,Inenaga,M,339,713-3209,HOLLISTON,MA,1746,S,Y,40000,5.3,3575,0,1000
Xinxin,Staveren,F,413,440-6025,NORTH PEMBROKE,MA,2358,M,Y,100000,5.3,0,7150,1000
Kazutaki,Voiskunskii,M,401,713-5207,RUMFORD,RI,2916,M,N,80000,0.0,0,0,***
Gajendra,Spinelli,F,339,300-5920,BURLINGTON,MA,1803,M,Y,55000,5.3,0,7150,1000
Sangman,Schriesheim,F,207,111-7491,BENEDICTA,ME,4733,S,N,20000,8.5,2850,0,0
Rusti,Samlowski,F,603,415-8653,MILAN,NH,3588,M,N,15000,0.0,0,0,0
Svetozara,Senator,F,401,271-4195,SHANNOCK,RI,2875,S,N,20000,0.0,0,0,0
Benard,Toulouse,F,787,589-1261,SAN JUAN,PR,939,S,Y,75000,0.0,0,0,0
Reva,Larin,F,203,543-9890,NORTH HAVEN,CT,6473,M,N,15000,5.0,0,24500,0
Prince,Pramanik,F,603,616-5013,WARREN,NH,3279,S,Y,85000,0.0,0,0,0
Berto,Idri,F,207,618-5628,PEAKS ISLAND,ME,4108,M,Y,50000,8.5,0,5700,2850
Tsipora,Andreotta,M,774,393-8228,NORTH ADAMS,MA,1247,M,Y,60000,5.3,0,7150,1000
Panos,Hebisch,F,787,124-1286,CAROLINA,PR,983,S,Y,40000,0.0,0,0,0
Deborah,Bodik,M,802,274-8574,WILLIAMSVILLE,VT,5362,M,Y,95000,4.8951945,0,6600,3300
Yukihiro,Rheingans,M,508,703-9262,EAST TAUNTON,MA,2718,M,N,55000,5.3,0,7150,0
Trudy,Wolovich,F,802,866-1955,CAMBRIDGEPORT,VT,5141,S,N,90000,4.7957171999999995,3300,0,0
Chandrasekaran,Raskhodnikova,M,787,991-6734,SALINAS,PR,751,M,Y,45000,0.0,0,0,0
Feiling,Bail,M,603,672-4257,TAMWORTH,NH,3886,M,Y,35000,0.0,0,0,0
Javan,Spicer,F,781,659-9616,HOPEDALE,MA,1747,S,Y,95000,5.3,3575,0,1000
Jinghong,Sigal,F,802,300-7866,LONDONDERRY,VT,5148,M,Y,90000,4.7957171999999995,0,6600,3300
Paicheng,Hibbard,F,860,577-4497,STAMFORD,CT,6914,S,Y,15000,5.0,12750,0,0
Vijay,Hoppenstand,F,802,182-8335,CHELSEA,VT,5038,M,N,80000,4.5967627,0,6600,0
Elif,Staiger,F,860,627-9100,GLASTONBURY,CT,6033,S,Y,95000,5.0,12750,0,0
Yuewei,Elkadi,F,203,376-8739,NEW HAVEN,CT,6509,M,N,65000,5.0,0,24500,0
Tadaaki,MacNair,M,787,216-9914,TOA BAJA,PR,950,S,N,60000,0.0,0,0,0
Cun,Wolfrum,M,207,542-2406,LINCOLNVILLE CENTER,ME,4850,S,N,90000,8.5,2850,0,0
Hamideh,Canon,F,207,280-2969,FREEPORT,ME,4033,M,Y,50000,8.5,0,5700,2850
Aude,Kans,M,802,525-8654,CASTLETON,VT,5735,S,N,30000,3.6019894999999997,3300,0,0
Kersten,Vogley,F,207,852-8351,NEWRY,ME,4261,S,N,45000,8.5,2850,0,0
Ashutosh,Bercovich,M,609,367-5019,ALLENDALE,NJ,7401,M,N,25000,1.4788542,0,2000,0
Carl,Tretkoff,M,939,472-3330,CAROLINA,PR,987,M,N,45000,0.0,0,0,0
Noritoshi,Schiller,M,603,872-5789,WEST OSSIPEE,NH,3890,S,N,80000,0.0,0,0,0
Vijnan,Krupka,F,603,111-7566,NORTH HAVERHILL,NH,3774,S,Y,45000,0.0,0,0,0
Sachiko,Pluym,M,603,891-7100,MERRIMACK,NH,3054,M,Y,75000,0.0,0,0,0
