fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Georgio,Classe,F,717,158-9900,CONNEAUT LAKE,PA,16316,M,N,60000,3.07,0,0,0
Toong,Bashian,F,908,706-6258,JULIUSTOWN,NJ,8042,M,Y,40000,1.7154167000000002,0,2000,1500
Thang,Legato,M,240,614-7775,GAITHERSBURG,MD,20899,S,N,100000,4.75,2400,0,0
Lujuan,Gutleber,F,207,274-5070,LEEDS,ME,4263,S,N,35000,8.5,2850,0,0
Xianlong,Kinter,F,518,284-4922,ROCHESTER,NY,14692,S,N,85000,4.4460362999999985,0,0,0
JoAnne,Selvestrel,M,202,404-1946,WASHINGTON,DC,20064,S,N,60000,9.0,1370,0,0
Tong,Dolotta,F,802,549-7226,EAST HAVEN,VT,5837,S,Y,15000,3.6,3300,0,3300
Xiaobin,Estlin,F,603,482-6905,CAMPTON,NH,3223,M,N,100000,0.0,0,0,0
Chengfei,Bachenko,M,202,894-6583,WASHINGTON,DC,20507,M,Y,20000,6.75,0,2740,1370
Eliahu,Middleburg,F,609,624-6547,LAFAYETTE,NJ,7848,M,Y,5000,1.4,0,2000,1500
Kimio,Kakuta,F,202,451-4688,WASHINGTON,DC,20019,S,Y,90000,9.0,1370,0,1370
Olivera,Highnam,M,878,741-2202,FLEMING,PA,16835,M,Y,15000,3.07,0,0,0
Simonas,Pintz,F,939,624-8721,MAUNABO,PR,707,M,N,85000,0.0,0,0,0
Mladen,Hudelmaier,M,202,407-6320,WASHINGTON,DC,20232,M,N,25000,7.875,0,2740,0
Verena,Cheshire,M,401,935-4672,KENYON,RI,2836,M,N,50000,0.0,0,0,0
Thuy,Merzbacher,F,202,440-7700,WASHINGTON,DC,20532,M,Y,70000,9.0,0,2740,1370
Lyman,Grape,F,802,849-5949,POWNAL,VT,5261,M,Y,95000,4.8951945,0,6600,3300
Billy,Samadzadeh,F,631,759-6494,WINDHAM,NY,12496,M,Y,60000,4.3012195,0,0,1000
Zakaria,Gilg,M,207,707-8039,MEXICO,ME,4257,M,Y,5000,2.2135036,0,5700,2850
Florin,Kretser,M,716,155-5445,REDFORD,NY,12978,M,Y,25000,4.0984755,0,0,1000
Dongchang,Biryukov,F,908,537-7580,RUTHERFORD,NJ,7070,M,N,60000,2.0308332,0,2000,0
Saddek,Binding,M,540,963-2055,LEESBURG,VA,20177,M,N,70000,5.75,0,1800,0
Willard,Stach,M,939,129-8600,CAGUAS,PR,725,S,N,85000,0.0,0,0,0
Lillian,Segond,F,301,504-9022,DAMASCUS,MD,20872,M,N,45000,4.75,0,4800,0
Gennoveffa,Docker,F,207,357-7261,TOPSHAM,ME,4086,S,Y,75000,8.5,2850,0,2850
Lloyd,Vignollet,F,302,351-5767,WILMINGTON,DE,19809,M,Y,15000,2.8818183,0,20,110
Ruce,Falin,M,570,740-8708,WILKES BARRE,PA,18773,M,Y,55000,3.07,0,0,0
Dipen,Dienes,F,978,635-8699,FAIRHAVEN,MA,2719,M,Y,70000,5.3,0,7150,1000
Jaber,Biagini,F,845,721-3277,DOLGEVILLE,NY,13329,M,Y,85000,4.4460362999999985,0,0,1000
Garrison,Koganti,M,207,620-5340,DURHAM,ME,4222,S,N,20000,8.5,2850,0,0
Jayantha,Nitadori,M,802,566-3909,NORTH HERO,VT,5474,S,N,85000,4.69624,3300,0,0
Niek,Battaglin,M,203,484-2835,WATERBURY,CT,6702,S,N,35000,5.0,12750,0,0
Olivia,Beilner,F,607,266-7427,MC LEAN,NY,13102,S,N,80000,4.4170732,0,0,0
Teruaki,Worsch,M,774,376-8228,WEST BROOKFIELD,MA,1585,M,N,15000,5.3,0,7150,0
Weixiong,Gentleman,M,202,149-4531,CANAAN,T,6018,M,Y,20000,5.0,0,24500,0
Piero,Chweh,F,603,326-1011,SPOFFORD,NH,3462,M,Y,40000,0.0,0,0,0
Fiona,Large,M,207,715-9153,SHERIDAN,ME,4775,M,Y,75000,8.5,0,5700,2850
Gus,Leunen,M,787,350-1728,VEGA ALTA,PR,692,S,N,35000,0.0,0,0,0
Moss,Tayara,M,207,256-4146,RANDOLPH,ME,4346,S,N,95000,8.5,2850,0,0
Eliseu,Ruano,F,781,457-3745,SAGAMORE BEACH,MA,2562,S,Y,70000,5.3,3575,0,1000
Houari,Crooks,M,802,958-3017,SOUTH BURLINGTON,VT,5403,S,N,90000,4.7957172,3300,0,0
Filiz,Danley,F,585,607-4664,LARCHMONT,NY,10538,S,Y,65000,4.330183,0,0,1000
Debasish,Unland,F,401,700-4743,WARREN,I,2885,M,Y,25000,0.0,0,0,0
Xiaoping,Onaga,F,603,212-5691,GILMANTON,NH,3237,M,Y,65000,0.0,0,0,0
Xiaolang,Hruby,F,351,538-1078,DEERFIELD,MA,1342,M,Y,70000,5.3,0,7150,1000
Kenneth,Zamboni,F,302,177-3635,NEWARK,DE,19726,M,N,50000,5.268182,0,220,0
Binhai,Littlestone,M,603,224-4306,TILTON,NH,3276,S,N,35000,0.0,0,0,0
Nagi,Lundstrom,F,302,504-9428,WILMINGTON,DE,19889,S,N,50000,5.268182,110,0,0
Nhon,Gomide,M,856,673-7720,SOMERDALE,NJ,8083,S,N,25000,1.4788542,1000,0,0
Ramarao,Opatryn,F,802,853-4875,WEST WARDSBORO,VT,5360,M,Y,70000,4.397808,0,6600,3300
Jhyda,Heeffer,M,302,528-1244,HOCKESSIN,DE,19707,S,Y,50000,5.268182,110,0,110
Waldemar,Bidoit,F,401,915-8927,WARWICK,RI,2886,M,Y,85000,0.0,0,0,0
Przemyslaw,Pezzoli,F,781,249-5738,NORTH CHELMSFORD,MA,1863,M,Y,20000,5.3,0,7150,1000
Wamberto,Rael,F,203,582-3389,BRISTOL,rCT,6010,M,N,35000,5.0,0,24500,0
Thoms,Huleihel,M,917,697-6485,HOOSICK FALLS,NY,12090,M,N,80000,4.4170732,0,0,0
Rix,Sewry,M,724,481-1457,LEISENRING,PA,15455,M,N,70000,3.07,0,0,0
Lorien,Merzbacher,M,202,769-1357,WASHINGTON,DC,20026,M,N,75000,9.0,0,2740,0
Dieter,Aschim,M,413,739-4126,WEST MEDFORD,MA,2156,S,N,90000,5.3,3575,0,0
Jennifer,Speyerer,M,603,685-2332,ROCHESTER,NH,3867,S,N,95000,0.0,0,0,0
Prithwish,Bol,M,347,570-7259,NEW YORK,NY,10033,S,Y,85000,4.4460362999999985,0,0,1000
Debanjan,Jakobus,M,401,734-9499,CRANSTON,RI,2910,M,Y,100000,0.0,0,0,0
Koppolu,Parikh,M,939,320-5931,SAN JUAN,PR,933,M,N,90000,0.0,0,0,0
Youcef,Gavrin,M,978,198-5943,FALMOUTH,MA,2540,M,N,85000,5.3,0,7150,0
Starr,Lycklama,M,774,480-4836,WAYLAND,MA,1778,S,N,85000,5.3,3575,0,0
Zahi,Wabbi,M,802,784-5544,MORGAN,VT,5853,M,Y,25000,3.6,0,6600,3300
Gerassimos,Petrovic,M,302,974-9444,DOVRE AFB,DE,19902,S,N,20000,3.2227273,110,0,0
Gada,Gupta,F,781,332-9584,FRAMINGHAM,MA,1705,S,N,10000,5.3,3575,0,0
Yueli,Yamnitsky,M,802,490-9419,WOODBURY,VT,5681,M,N,35000,3.7014668,0,6600,0
Jusung,Burnard,M,207,899-2838,CASTINE,ME,4421,S,N,15000,6.9580293000000015,2850,0,0
Zuliang,Chander,M,939,495-3922,PONCE,PR,734,M,N,50000,0.0,0,0,0
Thiel,Bartscht,M,203,378-3012,SOUTHPORT,CT,6890,M,N,25000,5.0,0,24500,0
Marl,Springer,M,347,166-4682,AVON,NY,14414,S,N,90000,4.475,0,0,0
Sungjoo,Treese,F,631,661-7406,COEYMANS,NY,12045,M,N,10000,4.011585,0,0,0
Tirza,Irland,F,551,724-2553,HOLMDEL,NJ,7733,M,Y,25000,1.4788542,0,2000,1500
Major,Phua,M,203,733-7513,NAUGATUCK,CT,6770,M,Y,35000,5.0,0,24500,0
Nael,Ardizzone,,802,774-4245,COLCHESTER,VT,5446,M,N,100000,4.994672,0,6600,0
Piere,Pokrovskii,F,518,155-3656,PEEKSKILL,NY,10566,M,Y,95000,4.5039635,0,0,1000
Esma,Prietula,F,401,596-8730,ROCKVILLE,RI,2873,S,N,10000,0.0,0,0,0
Basil,Boucherie,M,401,978-8821,WARREN,RI,2885,S,Y,90000,0.0,0,0,0
Mac,Dinkloh,F,401,464-9502,KINGSTON,RI,2881,M,N,50000,0.0,0,0,0
Krishan,Brender,M,802,533-7464,KILLINGTON,VT,5751,M,Y,60000,4.1988535,0,6600,3300
Kumpati,Jushchenko,M,732,474-3952,TRENTON,NJ,8645,M,Y,85000,2.4251041,0,2000,1500
Geof,Koiso,F,207,605-9675,STRATTON,ME,4982,S,Y,90000,8.5,2850,0,2850
Spiro,Amsellem,M,302,577-7324,WILMINGTON,DE,19899,M,N,95000,5.95,0,220,0
Biswa,Pocchiola,F,860,366-5363,GILMAN,CT,6336,M,N,25000,5.0,0,24500,0
Lyle,Luukkainen,F,201,162-4963,FRANKLINVILLE,JN,8322,S,N,20000,1.4,1000,0,0
Wenci,Wilhite,F,401,918-3713,CAROLINA,RI,2812,M,N,65000,0.0,0,0,0
Yap,Hemmerling,F,724,858-7072,MEADVILLE,PA,16388,S,Y,15000,3.07,0,0,0
Asiri,Cousineau,M,787,817-7204,CAROLINA,PR,986,S,Y,70000,0.0,0,0,0
Lorant,Padiou,M,207,871-6130,ISLE OF SPRINGS,ME,4549,S,N,65000,8.5,2850,0,0
Angel,Baudin,F,339,909-5515,LYNN,MA,1902,M,Y,80000,5.3,0,7150,1000
Emilio,Desbois,F,802,256-2678,KILLINGTON,VT,5751,S,Y,90000,4.7957172,3300,0,3300
Surya,Cheriton,F,617,341-3578,LINWOOD,MA,1525,M,Y,15000,5.3,0,7150,1000
Tarcisio,Turkedjiev,F,857,898-9294,NORTHFIELD,MA,1360,S,N,5000,5.3,3575,0,0
Nikos,Pesch,F,347,467-3839,NEW YORK,NY,10199,M,N,55000,4.272256,0,0,0
Assaf,Zadicario,M,646,294-7519,JACKSON HEIGHTS,NY,11372,S,N,35000,4.1564026,0,0,0
Pallab,Negoita,M,603,511-2559,EXETER,NH,3833,M,Y,10000,0.0,0,0,0
Loys,Henders,F,516,120-5248,LA FAYETTE,NY,13084,M,N,65000,4.330183,0,0,0
Eckart,Staudinger,M,203,971-3409,NORTHFIELD,CT,6778,S,Y,20000,5.0,12750,0,0
Shailendra,Bergevin,M,978,993-5542,SAGAMORE BEACH,MA,2562,S,N,10000,5.3,3575,0,0
Ladislav,Motoki,M,401,693-8998,PRUDENCE ISLAND,RI,2872,M,N,20000,0.0,0,0,0
Abdullah,Rich,M,609,898-5040,NEWARK,NJ,7193,M,Y,80000,2.34625,0,2000,1500
Qujun,Rappoport,F,603,323-4774,WHITEFIELD,NH,3598,S,Y,20000,0.0,0,0,0
Raya,Spinrad,F,518,711-8893,FISHERS LANDING,NY,13641,S,N,75000,4.3881097,0,0,0
Sture,Henhapl,M,516,102-9507,BULLVILLE,NY,10915,S,Y,80000,4.4170732,0,0,1000
Keijo,Hanover,F,203,742-3213,ANSONIA,CT,6401,M,N,10000,0.0,0,24500,0
Abdesselam,Priebs,F,401,303-7612,KINGSTON,RI,2881,S,Y,5000,0.0,0,0,0
Eunsam,Gragg,M,202,167-4608,WASHINGTON,DC,20417,S,N,5000,4.5,1370,0,0
Dibyendu,Parmakson,M,401,356-5462,PROVIDENCE,RI,2902,S,Y,30000,0.0,0,0,0
Hanan,Leibl,M,401,159-3390,NORTH KINGSTOWN,RI,2852,M,Y,15000,0.0,0,0,0
Juliana,Comparetto,F,201,964-2454,JERSEY CITY,gNJ,7309,M,Y,15000,1.4,0,2000,1500
Jochen,Stirpe,M,212,318-2180,FARMERSVILLE STATION,NY,14060,S,N,30000,4.127439,0,0,0
Tapani,Hopewell,M,848,623-5306,MC AFEE,NJ,7428,M,N,80000,2.34625,0,2000,0
Daria,Sawada,F,401,298-4591,JAMESTOWN,RI,2835,M,Y,15000,0.0,0,0,0
Germain,Ljubodraga,F,202,983-8305,WASHINGTON,DC,20558,S,Y,40000,9.0,1370,0,1370
Ersan,Reiprich,F,315,136-2269,ALBANY,NY,12249,M,N,55000,4.272256,0,0,0
Shushma,Gien,F,302,747-8406,DOVER,DE,19903,M,Y,80000,5.95,0,220,110
Mingshien,Kambhatla,F,860,366-7169,PLANTSVILLE,CT,6479,M,N,75000,5.0,0,24500,0
Bienvenido,Loewenstein,F,202,596-3072,WASHINGTON,DC,20552,S,Y,55000,9.0,1370,0,1370
Brenton,Waumans,F,301,866-4653,CLEMENTS,MD,20624,S,N,60000,4.75,2400,0,0
Debbie,Danziger,M,878,699-3813,CHANDLERS VALLEY,PA,16312,M,N,40000,3.07,0,0,0
Jaap,Bryce,F,267,737-2166,TATAMY,PA,18085,M,Y,20000,3.07,0,0,0
Eszter,Dybjer,M,802,380-3352,SALISBURY,VT,5769,S,N,75000,4.497285400000001,3300,0,0
Gholamali,Petry,F,609,777-1119,HILLSBOROUGH,NJ,8844,M,N,5000,1.4,0,2000,0
Goang,Desbois,M,203,145-1857,STAMFORD,CT,6912,M,Y,80000,5.0,0,24500,0
Hayo,Dingus,M,207,839-3830,WESTFIELD,ME,4787,S,Y,10000,4.5857663,2850,0,2850
Yasuaki,Balbin,M,443,500-7807,SEVERNA PARK,MD,21146,S,N,25000,4.75,2400,0,0
Chander,Hamfelt,F,802,974-6998,EAST DOVER,VT,5341,S,N,20000,3.6,3300,0,0
Peing,Villa,M,603,778-8411,NORTH SANDWICH,NH,3259,S,N,45000,0.0,0,0,0
Yukinobu,Jacobsson,F,413,190-2754,DEDHAM,MA,2026,S,N,85000,5.3,3575,0,0
Indrajit,Capua,F,973,985-9020,LANOKA HARBOR,NJ,8734,S,Y,25000,1.4788542,1000,0,1500
Dadong,Husain,M,848,206-8804,MARLTON,NJ,8053,M,Y,5000,1.4,0,2000,1500
Gaetano,Ylonen,F,860,404-5806,GLASTONBURY,zCT,6033,M,N,85000,5.0,0,24500,0
YunLong,Weinberg,M,878,359-2065,CHADDS FORD,PA,19317,S,N,95000,3.07,0,0,0
Sven,Moehrke,M,603,699-4710,GREENFIELD,NH,3047,M,N,30000,0.0,0,0,0
Wenjun,Cromarty,M,609,438-5851,HAWTHORNE,NJ,7506,M,Y,5000,1.4,0,2000,1500
Dallan,Theimer,iF,860,219-3936,ASHFORD,CT,6278,S,Y,40000,5.0,12750,0,0
Dhruba,Lothe,M,781,676-3198,SOMERSET,MA,2726,S,N,20000,5.3,3575,0,
Perla,Hawkinson,M,908,902-6191,ELMWOOD PARK,NJ,7407,S,N,10000,1.4,1000,0,0
Yildiray,Iverson,F,939,132-9606,TOA ALTA,PR,953,M,Y,80000,0.0,0,0,0
Phu,Warschat,M,646,920-9143,SUMMITVILLE,NY,12781,S,N,85000,4.4460362999999985,0,0,0
Yufeng,Lauff,M,802,504-8560,GRANVILLE,VT,5747,M,Y,60000,4.1988535,0,6600,
Takayuli,Raupp,F,802,353-1566,GRAFTON,VT,5146,M,N,50000,3.9998987,0,6600,0
Oldrich,Benn,F,202,343-9259,WASHINGTON,DC,20059,M,Y,90000,9.0,0,2740,1370
Gora,Wortmann,M,857,895-7915,PAXTON,MA,1612,S,N,40000,5.3,3575,0,0
Roslyn,Kayser,F,973,846-1084,CAMDEN,NJ,8105,M,Y,65000,2.1096876,0,2000,1500
Ramadan,Canulette,F,202,337-4217,WASHINGTON,DC,20037,M,N,15000,5.625,0,2740,0
Willett,Lynn,F,401,392-4136,CLAYVILLE,RI,2815,M,Y,95000,0.0,0,0,0
Kati,Bratsberg,M,484,604-8443,OLD FORGE,AP,18518,S,N,5000,3.07,0,***,0
Aron,Trogemann,F,787,235-3165,CATANO,PR,962,M,Y,90000,0.0,0,0,0
Jaewoo,Nanayakkara,M,518,342-5214,ROCHESTER,NY,14616,M,N,95000,4.5039635,0,0,0
Naoki,Sirovich,F,978,485-3823,MILLVILLE,MA,1529,S,N,85000,5.3,3575,0,0
Takeyuki,Cosby,M,908,727-8839,NEW BRUNSWICK,NJ,8989,M,Y,75000,2.267396,0,2000,1500
Kitsana,Masini,F,603,236-2067,NEWTON JUNCTION,NH,3859,M,Y,20000,0.0,0,0,0
Fracisco,Rusmann,F,351,948-1689,CHATHAM,MA,2633,S,N,45000,5.3,3575,0,***
Funda,Tzafestas,F,201,430-8580,AVALON,jNJ,8202,S,N,75000,2.267396,1000,0,0
Wade,Hassan,M,207,182-9686,KITTERY POINT,ME,3905,S,N,80000,8.5,2850,0,0
Sandhya,Kazakov,F,351,741-1383,HARVARD,MA,1451,M,Y,65000,5.3,0,7150,1000
Kaushal,Wynblatt,M,412,855-3493,ALLENTOWN,PA,18106,S,N,95000,3.07,0,0,0
Yasuichi,Pinkal,M,939,894-5063,CAGUAS,PR,727,S,Y,5000,0.0,0,0,0
Berardina,Beeferman,F,339,638-9514,ATTLEBORO FALLS,MA,2763,M,Y,20000,5.3,0,150,1000
Salam,Norwood,F,212,775-2771,CAMBRIDGE,NY,12816,S,Y,5000,4.0,0,0,1000
Alon,Tang,,301,735-4371,MIDLAND,MD,21542,S,Y,60000,4.75,2400,0,2400
Malte,Juste,M,207,453-1772,WEST BALDWIN,ME,4091,M,N,60000,8.5,0,5700,0
Athanassios,Perl,F,401,744-4067,EXETER,RI,2822,M,N,100000,0.0,0,0,0
Yasusi,Copperman,M,603,571-7142,DURHAM,NH,3824,S,Y,55000,0.0,0,0,0
Afzal,Bhuyan,F,203,583-9325,OXFORD,CT,6478,S,N,80000,5.0,12750,0,0
Zurab,Broch,M,908,105-2118,NORTH BERGEN,NJ,7047,M,Y,95000,2.5828125,0,2000,1500
Joonhee,Noah,M,603,767-6748,LYME,NH,3768,S,Y,50000,0.0,0,0,0
Ladislas,Lukaszewicz,M,603,858-3371,FREEDOM,NH,3836,M,N,75000,0.0,0,0,0
Roch,Cassell,M,401,504-4167,WYOMING,RI,2898,M,N,30000,0.0,0,0,0
Sahin,Wetprasit,M,610,488-3110,SALONA,PA,17767,M,N,60000,3.07,0,0,0
Aria,Bollman,F,207,385-8416,THOMASTON,ME,4861,S,Y,90000,8.5,2850,0,2850
Brigid,Krull,F,848,930-1147,SOMERSET,NJ,8873,S,N,35000,1.6365625,1000,0,0
Mustafa,Gessel,M,207,488-9600,CONSTABLEVILLE,NY,13325,S,Y,40000,4.1853657,0,0,1000
Xiao,Sekino,M,802,607-9216,NORTH CLARENDON,VT,5759,S,Y,75000,4.497285400000001,3300,0,3300
Shirley,Liedekerke,F,717,938-9195,PHILADELPHIA,PA,19142,M,Y,5000,3.07,0,0,0
Ettore,Osmani,M,201,569-1395,WEST DEPTFORD,cNJ,8096,S,Y,70000,2.1885417,1000,0,1500
Grigory,Siprelle,M,207,963-2290,SOUTHWEST HARBOR,ME,4679,S,N,40000,8.5,2850,0,0
Ronaldo,Havelund,M,351,566-1909,HALnIFAX,MA,2338,M,Y,60000,5.3,0,7150,1000
Vasudha,Campr,M,939,519-8027,NARANJITO,PR,719,M,N,50000,0.0,0,0,0
Xing,Engelmann,M,401,550-8453,KINGSTON,RI,2881,M,Y,90000,0.0,0,0,0
Soumitra,Hossley,F,215,526-6597,HASTINGS,PA,16646,S,N,95000,3.07,0,0,0
Katarina,Bignone,F,302,358-8044,FREDERICA,DE,19946,S,N,65000,5.95,110,0,0
Masaru,Streit,F,401,670-1798,BRADFORD,RI,2808,S,Y,40000,0.0,0,0,0
Marcian,Grnarov,F,787,913-4097,SAN JUAN,PR,920,S,Y,50000,0.0,0,0,0
Brad,Speek,F,774,459-4121,CHATHAM,MA,2633,S,Y,70000,5.3,3575,0,1000
Yingfei,Daskalova,M,203,857-5483,HARTFORD,CxT,6102,M,N,70000,5.0,0,24500,0
Rinie,Hanchek,M,267,223-9559,MONROETON,PA,18832,M,N,20000,3.07,0,0,0
Kieran,Averboch,F,315,933-7810,NEW HYDE PARK,NY,11043,S,N,25000,4.0984755,0,0,0
Jayantha,Menhardt,M,207,833-6480,NORWAY,ME,4268,M,Y,10000,4.5857663,0,5700,2850
Kuniaki,Zastre,F,413,217-5670,BARRE,MA,1005,M,Y,65000,5.3,0,7150,1000
Walt,Pelc,M,410,891-9169,SAVAGE,MD,20763,S,Y,90000,4.75,2400,0,2400
Venkatavasu,Hackos,M,202,680-3754,WASHINGTON,DC,20570,S,Y,30000,9.0,1370,0,1370
Jaroslav,Rodier,M,215,750-2993,PHILADELPHIA,PA,19142,M,N,50000,3.07,0,0,0
Shozo,Abeta,F,570,707-7883,BARTONSVILLE,PA,18321,M,N,35000,3.07,0,0,0
Odysseas,Redd,M,302,268-8891,WILMINGTON,DE,19885,M,N,15000,2.8818183,0,220,0
Etsuji,Quinet,F,603,395-2800,RANDOLPH,NH,3593,M,Y,90000,0.0,0,0,0
Nevzat,Klawonn,F,732,273-1246,SOUTH SEAVILLE,NJ,8246,S,N,55000,1.9519792,1000,0,0
Aino,Ambroszkiewicz,M,302,754-7396,TOWNSEND,DE,19734,M,N,5000,2.2,0,20,0
Ehab,Inenaga,M,339,713-3209,HOLLISTON,MA,1746,S,Y,40000,5.3,3575,0,1000
Xinxin,Staveren,F,413,440-6025,NORTH PEMBROKE,MA,2358,M,Y,100000,5.3,0,7150,1000
Susheel,Kinter,F,724,472-5201,NORTH WALES,PA,19455,M,Y,15000,3.07,0,0,0
Kazutaki,Voiskunskii,M,401,713-5207,RUMFORD,RI,2916,M,N,80000,0.0,0,0,0
Rafik,Arimoto,F,914,620-5374,FEURA BUSH,NY,12067,M,N,100000,4.5329266,0,0,0
Visit,Lovett,M,917,155-9758,PETERSBURG,NY,12138,S,N,40000,4.1853657,0,0,0
Rostam,Rhyne,F,914,843-6323,,NY,11206,M,N,70000,4.359146,0,0,0
Norbert,Betourne,F,814,354-9490,KOPPEL,PA,16136,M,Y,5000,3.07,0,0,0
Adrianos,Hanabata,M,301,422-5273,COMPTON,MD,20627,S,N,10000,4.75,2400,0,0
Gajendra,Spinelli,F,339,300-5920,BURLINGTON,MA,1803,M,Y,55000,5.3,0,7150,
Muckai,Kleftouris,F,301,193-4407,AVENUE,MD,20609,M,Y,80000,4.75,0,4800,2400
Sangman,Schriesheim,F,207,111-7491,BENEDICTA,ME,4733,S,N,20000,8.5,2850,0,0
Zdravko,Ritzdorf,F,716,137-9642,HAMPTON BAYS,NY,11946,S,Y,80000,4.4170732,0,0,1000
Rusti,Samlowski,F,603,415-8653,MILAN,NH,3588,M,N,15000,0.0,0,0,0
Svetozara,Senator,F,401,271-4195,SHANNOCK,RI,2875,S,N,20000,0.0,0,0,0
Benard,Toulouse,F,787,589-1261,SAN JUAN,PR,939,S,Y,75000,0.0,0,0,0
Lukas,Hackos,M,917,656-7035,ONEIDA,NY,13421,S,Y,20000,4.0695124,0,0,1000
Reva,Larin,F,203,543-9890,NORTH HAVEN,CT,6473,M,N,15000,5.0,0,24500,0
Prince,Pramanik,F,603,616-5013,WARREN,NH,3279,S,Y,85000,0.0,0,0,0
Berto,Idri,F,207,618-5628,PEAKS ISLAND,ME,4108,M,Y,50000,8.5,0,5700,2850
Tsipora,Andreotta,M,774,393-8228,NORTH ADAMS,MA,1247,M,Y,60000,5.3,0,7150,1000
Panos,Hebisch,F,787,124-1286,CAROLINA,PR,983,S,Y,40000,0.0,0,0,0
Deborah,Bodik,M,802,274-8574,WILLIAMSVILLE,VT,5362,M,Y,95000,4.8951945,0,6600,3300
Yukihiro,Rheingans,M,508,703-9262,EAST TAUNTON,MA,2718,M,N,55000,5.3,0,7150,0
Trudy,Wolovich,F,802,866-1955,CAMBRIDGEPORT,VT,5141,S,N,90000,4.7957172,3300,0,0
Dragan,Pennino,M,301,162-2035,BALTIMORE,MD,21297,M,N,25000,4.75,0,4800,0
Chandrasekaran,Raskhodnikova,M,787,991-6734,SALINAS,PR,751,M,Y,45000,0.0,0,0,0
Feiling,Bail,M,603,672-4257,TAMWORTH,NH,3886,M,Y,35000,0.0,0,0,0
Dilian,Cavalloro,M,302,815-1512,NEWARK,DE,19713,S,N,35000,4.2454550000000015,110,0,0
Behrooz,Vazenin,F,518,647-5507,NEW YORK,NY,10249,M,Y,55000,4.272256,0,0,1000
Ruiz,Diede,M,202,508-5300,WASHINGTON,DC,20402,M,N,50000,9.0,0,2740,0
Honghua,Terwiesch,M,845,531-2561,HOGANSBURG,NY,13655,S,Y,95000,4.5039635,0,0,1000
Javan,Spicer,F,781,659-9616,HOPEDALE,MA,1747,S,Y,95000,5.3,3575,0,1000
Raimundo,Gaborit,F,240,201-5608,BOWIE,MD,20716,S,Y,50000,4.75,2400,0,2400
Jinghong,Sigal,F,802,300-7866,LONDONDERRY,VT,5148,M,Y,90000,4.7957172,0,6600,3300
Paicheng,Hibbard,F,860,577-4497,STAMFORD,CT,6914,S,Y,15000,5.0,12750,0,0
Vijay,Hoppenstand,F,802,182-8335,CHELSEA,VT,5038,M,N,80000,4.5967627,0,6600,0
Lynnau,Langi,M,516,836-9184,BRONX,NY,10475,S,N,80000,4.4170732,0,0,0
Elif,Staiger,F,860,627-9100,GLASTONBURY,T,6033,S,Y,95000,5.0,12750,0,0
Yuewei,Elkadi,F,203,376-8739,NEW HAVEN,CT,6509,M,N,65000,5.0,0,24500,0
Tadaaki,MacNair,M,787,216-9914,TOA BAJA,PR,950,S,N,60000,0.0,0,0,0
Atilio,Adalal,F,202,551-6760,WASHINGTON,DC,20540,S,Y,35000,9.0,1370,0,1370
Alair,Rivett,F,302,408-9860,WILMINGTON,DE,19898,M,N,70000,5.95,0,b220,0
Cun,Wolfrum,M,207,542-2406,LINCOLNVILLE CENTER,ME,4850,S,N,90000,8.5,2850,0,0
Hamideh,Canon,F,207,280-2969,FREEPORT,ME,4033,M,Y,50000,8.5,0,5700,2850
Parvathi,Tumuluri,F,315,835-5618,PORTLANDVILLE,NY,13834,M,Y,85000,4.4460362999999985,0,0,1000
Jool,Ananiadou,M,302,912-3953,GREENWOOD,DE,19950,M,N,95000,5.95,0,220***,0
Sidi,Seliger,F,412,393-8455,REHRERSBURG,PA,19550,S,Y,35000,3.07,0,0,0
Aude,Kans,M,802,525-8654,CASTLETON,VT,5735,S,N,30000,3.6019895,3300,0,0
Benedikt,Sureshchandran,F,631,838-8757,COCHECTON CENTER,NY,12727,M,Y,5000,4.0,0,0,1000
Kersten,Vogley,F,207,852-8351,NEWRY,ME,4261,S,N,45000,8.5,2850,0,0
Chitta,Mittra,F,518,439-9651,SCHENECTADY,NY,12303,M,Y,5000,4.0,0,0,1000
Ashutosh,Bercovich,M,609,367-5019,ALLENDALE,NJ,7401,M,N,25000,1.4788542,0,2000,0
Carl,Tretkoff,M,939,472-3330,CAROLINA,PR,987,M,N,45000,0.0,0,0,0
Noritoshi,Schiller,M,603,872-5789,WEST OSSIPEE,NH,3890,S,N,80000,0.0,0,0,0
Vijnan,Krupka,F,603,111-7566,NORTH HAVERHILL,NH,3774,S,Y,45000,0.0,0,0,0
Sachiko,Pluym,M,603,891-7100,MERRIMACK,NH,3054,M,Y,75000,0.0,0,0,0
Hubert,Schroeppel,M,802,234-7741,SAINT JOHNSBURY CENTER,VT,5863,M,Y,10000,3.6,,6600,3300
Asawaree,Sartori,F,973,683-7666,POMPTON LAKES,NJ,7442,M,N,5000,1.4,0,2000,0
Make,Breuker,M,508,558-2876,NATICK,MA,1760,M,Y,40000,5.3,0,7150,1000
Alfredo,Lugannani,F,202,575-7944,WASHINGTON,DC,20053,S,N,45000,9.0,1370,0,0
Yam,Lanne,M,302,813-4995,DOVER,DE,19906,M,N,60000,5.95,0,g220,0
Hirotsugu,Baudet,M,860,967-8422,UNIONVILLE,T,6087,M,N,5000,3.0,0,24500,0
